Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Chrysemys picta bellii cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Chrysemys picta bellii,1096,1096,75%,0.0,75.66,5991,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_005283202.4?report=genbank&log$=nucltop&blast_rank=79&RID=YYR9991V014"",""XM_005283202.4"")"
"PREDICTED: Callorhinchus milii cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X4, mRNA",Callorhinchus milii,1095,1177,87%,0.0,75.82,2111,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_007891119.2?report=genbank&log$=nucltop&blast_rank=80&RID=YYR9991V014"",""XM_007891119.2"")"
"PREDICTED: Chrysemys picta bellii cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Chrysemys picta bellii,1095,1219,92%,0.0,75.62,6225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_024104404.3?report=genbank&log$=nucltop&blast_rank=81&RID=YYR9991V014"",""XM_024104404.3"")"
"PREDICTED: Egretta garzetta cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Egretta garzetta,1094,1147,78%,0.0,76.01,2082,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_009637651.2?report=genbank&log$=nucltop&blast_rank=82&RID=YYR9991V014"",""XM_009637651.2"")"
"PREDICTED: Egretta garzetta cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Egretta garzetta,1094,1147,78%,0.0,76.01,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_009637650.2?report=genbank&log$=nucltop&blast_rank=83&RID=YYR9991V014"",""XM_009637650.2"")"
"Platalea leucorodia cyclic nucleotide-gated channel alpha-3 (CNGA3), transcript variant 1, mRNA",Platalea leucorodia,1094,1154,87%,0.0,75.78,2655,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_082333091.1?report=genbank&log$=nucltop&blast_rank=84&RID=YYR9991V014"",""XM_082333091.1"")"
"PREDICTED: Rhea pennata cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Rhea pennata,1093,1093,72%,0.0,76.18,2946,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062601574.1?report=genbank&log$=nucltop&blast_rank=85&RID=YYR9991V014"",""XM_062601574.1"")"
"PREDICTED: Terrapene carolina triunguis cyclic nucleotide-gated channel cone photoreceptor subunit alpha (LOC112115964), transcript variant X2, mRNA",Terrapene triunguis,1093,1093,92%,0.0,72.40,2034,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_026648975.1?report=genbank&log$=nucltop&blast_rank=86&RID=YYR9991V014"",""XM_026648975.1"")"
"PREDICTED: Opisthocomus hoazin cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Opisthocomus hoazin,1093,1093,75%,0.0,75.81,2466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_075427120.1?report=genbank&log$=nucltop&blast_rank=87&RID=YYR9991V014"",""XM_075427120.1"")"
"PREDICTED: Rhea pennata cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Rhea pennata,1093,1093,72%,0.0,76.18,2776,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062601575.1?report=genbank&log$=nucltop&blast_rank=88&RID=YYR9991V014"",""XM_062601575.1"")"
"Podarcis vaucheri cyclic nucleotide-gated channel alpha-3 (CNGA3), transcript variant 1, mRNA",Podarcis vaucheri,1093,1093,72%,0.0,76.15,4440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_082221522.1?report=genbank&log$=nucltop&blast_rank=89&RID=YYR9991V014"",""XM_082221522.1"")"
"PREDICTED: Opisthocomus hoazin cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Opisthocomus hoazin,1093,1093,75%,0.0,75.81,2412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_075427132.1?report=genbank&log$=nucltop&blast_rank=90&RID=YYR9991V014"",""XM_075427132.1"")"
"PREDICTED: Opisthocomus hoazin cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Opisthocomus hoazin,1093,1093,75%,0.0,75.81,2497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_075427126.1?report=genbank&log$=nucltop&blast_rank=91&RID=YYR9991V014"",""XM_075427126.1"")"
"PREDICTED: Mauremys reevesii cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Mauremys reevesii,1092,1092,75%,0.0,75.59,2361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_039520815.1?report=genbank&log$=nucltop&blast_rank=92&RID=YYR9991V014"",""XM_039520815.1"")"
"PREDICTED: Opisthocomus hoazin cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X4, mRNA",Opisthocomus hoazin,1091,1091,73%,0.0,75.99,2292,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_075427139.1?report=genbank&log$=nucltop&blast_rank=93&RID=YYR9991V014"",""XM_075427139.1"")"
"PREDICTED: Mauremys reevesii cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Mauremys reevesii,1090,1090,75%,0.0,75.56,2469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_039520814.1?report=genbank&log$=nucltop&blast_rank=94&RID=YYR9991V014"",""XM_039520814.1"")"
"PREDICTED: Mauremys reevesii cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Mauremys reevesii,1090,1219,92%,0.0,75.56,2597,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_039520813.1?report=genbank&log$=nucltop&blast_rank=95&RID=YYR9991V014"",""XM_039520813.1"")"
"PREDICTED: Ciconia boyciana cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Ciconia boyciana,1089,1150,81%,0.0,75.95,2263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_072853253.1?report=genbank&log$=nucltop&blast_rank=96&RID=YYR9991V014"",""XM_072853253.1"")"
"Platalea leucorodia cyclic nucleotide-gated channel alpha-3 (CNGA3), transcript variant 2, mRNA",Platalea leucorodia,1088,1148,87%,0.0,75.64,2493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_082333092.1?report=genbank&log$=nucltop&blast_rank=97&RID=YYR9991V014"",""XM_082333092.1"")"
"PREDICTED: Emys orbicularis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Emys orbicularis,1087,1087,75%,0.0,75.53,2025,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_065418226.1?report=genbank&log$=nucltop&blast_rank=98&RID=YYR9991V014"",""XM_065418226.1"")"
"PREDICTED: Terrapene carolina triunguis cyclic nucleotide-gated channel cone photoreceptor subunit alpha (LOC112115964), transcript variant X3, mRNA",Terrapene triunguis,1087,1087,75%,0.0,75.53,2025,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_024213215.1?report=genbank&log$=nucltop&blast_rank=99&RID=YYR9991V014"",""XM_024213215.1"")"
"Podarcis vaucheri cyclic nucleotide-gated channel alpha-3 (CNGA3), transcript variant 2, mRNA",Podarcis vaucheri,1086,1086,72%,0.0,76.03,4251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_082221523.1?report=genbank&log$=nucltop&blast_rank=100&RID=YYR9991V014"",""XM_082221523.1"")"



		


