Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Hippocampus zosterae cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC127605486), transcript variant X6, mRNA",Hippocampus zosterae,981,981,72%,0.0,75.03,2766,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_052073036.1?report=genbank&log$=nucltop&blast_rank=75&RID=YYRUNNRM014"",""XM_052073036.1"")"
"PREDICTED: Hippocampus zosterae cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC127605486), transcript variant X4, mRNA",Hippocampus zosterae,981,981,72%,0.0,75.03,3000,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_052073034.1?report=genbank&log$=nucltop&blast_rank=76&RID=YYRUNNRM014"",""XM_052073034.1"")"
"PREDICTED: Hippocampus zosterae cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC127605486), transcript variant X2, mRNA",Hippocampus zosterae,981,981,72%,0.0,75.03,2978,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_052073032.1?report=genbank&log$=nucltop&blast_rank=77&RID=YYRUNNRM014"",""XM_052073032.1"")"
"PREDICTED: Hippocampus zosterae cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC127605486), transcript variant X3, mRNA",Hippocampus zosterae,981,981,72%,0.0,75.03,3045,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_052073033.1?report=genbank&log$=nucltop&blast_rank=78&RID=YYRUNNRM014"",""XM_052073033.1"")"
"PREDICTED: Gadus macrocephalus cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X2, mRNA",Gadus macrocephalus,976,976,71%,0.0,74.70,3142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_060066694.1?report=genbank&log$=nucltop&blast_rank=79&RID=YYRUNNRM014"",""XM_060066694.1"")"
"PREDICTED: Gadus macrocephalus cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X1, mRNA",Gadus macrocephalus,976,1029,79%,0.0,74.70,3188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_060066693.1?report=genbank&log$=nucltop&blast_rank=80&RID=YYRUNNRM014"",""XM_060066693.1"")"
"PREDICTED: Syngnathoides biaculeatus cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC133504106), mRNA",Syngnathoides biaculeatus,975,975,73%,0.0,75.02,2486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_061826304.1?report=genbank&log$=nucltop&blast_rank=81&RID=YYRUNNRM014"",""XM_061826304.1"")"
"PREDICTED: Coregonus clupeaformis cyclic nucleotide-gated cation channel alpha-3-like (LOC121532867), mRNA",Coregonus clupeaformis,975,975,73%,0.0,74.69,2776,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_041838658.2?report=genbank&log$=nucltop&blast_rank=82&RID=YYRUNNRM014"",""XM_041838658.2"")"
"PREDICTED: Clinocottus analis cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X1, mRNA",Clinocottus analis,971,971,72%,0.0,74.55,2799,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_068592917.1?report=genbank&log$=nucltop&blast_rank=83&RID=YYRUNNRM014"",""XM_068592917.1"")"
"PREDICTED: Clinocottus analis cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X2, mRNA",Clinocottus analis,971,971,72%,0.0,74.55,2685,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_068592918.1?report=genbank&log$=nucltop&blast_rank=84&RID=YYRUNNRM014"",""XM_068592918.1"")"
"PREDICTED: Entelurus aequoreus cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC133644395), transcript variant X6, mRNA",Entelurus aequoreus,970,970,73%,0.0,74.59,2460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062038827.1?report=genbank&log$=nucltop&blast_rank=85&RID=YYRUNNRM014"",""XM_062038827.1"")"
"PREDICTED: Entelurus aequoreus cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC133644395), transcript variant X5, mRNA",Entelurus aequoreus,968,968,71%,0.0,74.88,2437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062038826.1?report=genbank&log$=nucltop&blast_rank=86&RID=YYRUNNRM014"",""XM_062038826.1"")"
"PREDICTED: Entelurus aequoreus cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC133644395), transcript variant X2, mRNA",Entelurus aequoreus,968,968,71%,0.0,74.88,2578,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062038823.1?report=genbank&log$=nucltop&blast_rank=87&RID=YYRUNNRM014"",""XM_062038823.1"")"
"PREDICTED: Entelurus aequoreus cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC133644395), transcript variant X4, mRNA",Entelurus aequoreus,968,968,71%,0.0,74.88,2647,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062038825.1?report=genbank&log$=nucltop&blast_rank=88&RID=YYRUNNRM014"",""XM_062038825.1"")"
"PREDICTED: Entelurus aequoreus cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC133644395), transcript variant X1, mRNA",Entelurus aequoreus,968,968,71%,0.0,74.88,2691,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062038822.1?report=genbank&log$=nucltop&blast_rank=89&RID=YYRUNNRM014"",""XM_062038822.1"")"
"PREDICTED: Entelurus aequoreus cyclic nucleotide-gated channel cone photoreceptor subunit alpha-like (LOC133644395), transcript variant X3, mRNA",Entelurus aequoreus,968,968,71%,0.0,74.88,2649,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062038824.1?report=genbank&log$=nucltop&blast_rank=90&RID=YYRUNNRM014"",""XM_062038824.1"")"
"PREDICTED: Betta splendens cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X1, mRNA",Betta splendens,965,965,73%,0.0,74.51,2708,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_041070455.2?report=genbank&log$=nucltop&blast_rank=91&RID=YYRUNNRM014"",""XM_041070455.2"")"
"PREDICTED: Betta splendens cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X2, mRNA",Betta splendens,965,965,73%,0.0,74.51,3840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055508315.1?report=genbank&log$=nucltop&blast_rank=92&RID=YYRUNNRM014"",""XM_055508315.1"")"
"PREDICTED: Betta splendens cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X5, mRNA",Betta splendens,965,965,73%,0.0,74.51,2476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_029148124.3?report=genbank&log$=nucltop&blast_rank=93&RID=YYRUNNRM014"",""XM_029148124.3"")"
"PREDICTED: Betta splendens cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X4, mRNA",Betta splendens,965,965,73%,0.0,74.51,2651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055508317.1?report=genbank&log$=nucltop&blast_rank=94&RID=YYRUNNRM014"",""XM_055508317.1"")"
"PREDICTED: Betta splendens cyclic nucleotide gated channel subunit alpha 3a (cnga3a), transcript variant X3, mRNA",Betta splendens,965,965,73%,0.0,74.51,2663,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055508316.1?report=genbank&log$=nucltop&blast_rank=95&RID=YYRUNNRM014"",""XM_055508316.1"")"
"PREDICTED: Ascaphus truei cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Ascaphus truei,964,1062,88%,0.0,74.66,6939,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_075590550.1?report=genbank&log$=nucltop&blast_rank=96&RID=YYRUNNRM014"",""XM_075590550.1"")"
"PREDICTED: Ascaphus truei cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Ascaphus truei,964,964,71%,0.0,74.66,6801,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_075590551.1?report=genbank&log$=nucltop&blast_rank=97&RID=YYRUNNRM014"",""XM_075590551.1"")"
"PREDICTED: Gadus morhua cyclic nucleotide-gated channel cone photoreceptor subunit alpha (LOC115547865), mRNA",Gadus morhua,962,962,67%,0.0,75.54,3217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_030362357.1?report=genbank&log$=nucltop&blast_rank=98&RID=YYRUNNRM014"",""XM_030362357.1"")"
"PREDICTED: Hypomesus transpacificus cyclic nucleotide gated channel subunit alpha 3a (cnga3a), mRNA",Hypomesus transpacificus,961,961,64%,0.0,76.48,3490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_047037221.1?report=genbank&log$=nucltop&blast_rank=99&RID=YYRUNNRM014"",""XM_047037221.1"")"
"Pollachius pollachius cyclic nucleotide-gated channel alpha-3-like (LOC307076878), partial mRNA",Pollachius pollachius,960,960,67%,0.0,75.41,1965,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_079738098.1?report=genbank&log$=nucltop&blast_rank=100&RID=YYRUNNRM014"",""XM_079738098.1"")"



		


