Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Macaca thibetana thibetana cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Macaca thibetana thibetana,2690,2690,78%,0.0,96.45,3687,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_050755101.1?report=genbank&log$=nucltop&blast_rank=77&RID=YYPN66NU016"",""XM_050755101.1"")"
"PREDICTED: Carlito syrichta cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X2, mRNA",Carlito syrichta,2675,2675,100%,0.0,88.48,2239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_008066056.2?report=genbank&log$=nucltop&blast_rank=78&RID=YYPN66NU016"",""XM_008066056.2"")"
"PREDICTED: Nycticebus coucang cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Nycticebus coucang,2630,2630,100%,0.0,87.88,3700,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_053589360.1?report=genbank&log$=nucltop&blast_rank=79&RID=YYPN66NU016"",""XM_053589360.1"")"
"PREDICTED: Otolemur garnettii cyclic nucleotide gated channel alpha 3 (CNGA3), mRNA",Otolemur garnettii,2625,2625,100%,0.0,87.89,2076,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003794366.1?report=genbank&log$=nucltop&blast_rank=80&RID=YYPN66NU016"",""XM_003794366.1"")"
"PREDICTED: Ceratotherium simum simum cyclic nucleotide gated channel alpha 3 (LOC101401768), mRNA",Ceratotherium simum simum,2608,2608,100%,0.0,87.84,2460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_004435830.2?report=genbank&log$=nucltop&blast_rank=81&RID=YYPN66NU016"",""XM_004435830.2"")"
"PREDICTED: Tupaia chinensis cyclic nucleotide gated channel alpha 3 (CNGA3), mRNA",Tupaia chinensis,2598,2598,100%,0.0,87.76,2189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_027767505.1?report=genbank&log$=nucltop&blast_rank=82&RID=YYPN66NU016"",""XM_027767505.1"")"
"PREDICTED: Cynocephalus volans cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Cynocephalus volans,2527,2527,100%,0.0,86.86,2073,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063078859.1?report=genbank&log$=nucltop&blast_rank=83&RID=YYPN66NU016"",""XM_063078859.1"")"
"PREDICTED: Trichechus manatus latirostris cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Trichechus manatus latirostris,2510,2510,100%,0.0,86.82,2085,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_004369333.1?report=genbank&log$=nucltop&blast_rank=84&RID=YYPN66NU016"",""XM_004369333.1"")"
"PREDICTED: Galeopterus variegatus cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X1, mRNA",Galeopterus variegatus,2509,2509,100%,0.0,86.67,2279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_008594440.1?report=genbank&log$=nucltop&blast_rank=85&RID=YYPN66NU016"",""XM_008594440.1"")"
"PREDICTED: Marmota marmota marmota cyclic nucleotide gated channel subunit alpha 3 (Cnga3), mRNA",Marmota marmota marmota,2490,2490,100%,0.0,86.36,2648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_015499651.2?report=genbank&log$=nucltop&blast_rank=86&RID=YYPN66NU016"",""XM_015499651.2"")"
"PREDICTED: Lepus europaeus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Lepus europaeus,2478,2478,100%,0.0,86.45,2085,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_062208882.1?report=genbank&log$=nucltop&blast_rank=87&RID=YYPN66NU016"",""XM_062208882.1"")"
"PREDICTED: Elephas maximus indicus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X8, mRNA",Elephas maximus indicus,2469,2469,100%,0.0,86.25,3388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_049857256.1?report=genbank&log$=nucltop&blast_rank=88&RID=YYPN66NU016"",""XM_049857256.1"")"
"PREDICTED: Loxodonta africana cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Loxodonta africana,2460,2460,100%,0.0,86.15,7896,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023552513.2?report=genbank&log$=nucltop&blast_rank=89&RID=YYPN66NU016"",""XM_023552513.2"")"
"PREDICTED: Sagmatias obliquidens cyclic nucleotide gated channel subunit alpha 3 (LOC113632055), transcript variant X2, mRNA",Sagmatias obliquidens,2458,2458,100%,0.0,86.02,2160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_027128898.1?report=genbank&log$=nucltop&blast_rank=90&RID=YYPN66NU016"",""XM_027128898.1"")"
"PREDICTED: Orcinus orca cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Orcinus orca,2452,2452,100%,0.0,85.92,4285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_049695927.1?report=genbank&log$=nucltop&blast_rank=91&RID=YYPN66NU016"",""XM_049695927.1"")"
"Balaenoptera borealis cyclic nucleotide-gated channel alpha-3 (CNGA3), mRNA",Balaenoptera borealis,2447,2447,96%,0.0,86.93,2172,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_082356203.1?report=genbank&log$=nucltop&blast_rank=92&RID=YYPN66NU016"",""XM_082356203.1"")"
"PREDICTED: Ursus americanus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Ursus americanus,2438,2438,100%,0.0,85.93,2067,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_045771819.1?report=genbank&log$=nucltop&blast_rank=93&RID=YYPN66NU016"",""XM_045771819.1"")"
"PREDICTED: Delphinapterus leucas cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Delphinapterus leucas,2430,2430,100%,0.0,85.68,3954,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_022599134.2?report=genbank&log$=nucltop&blast_rank=94&RID=YYPN66NU016"",""XM_022599134.2"")"
"PREDICTED: Delphinapterus leucas cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Delphinapterus leucas,2430,2430,100%,0.0,85.68,4132,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_022599131.2?report=genbank&log$=nucltop&blast_rank=95&RID=YYPN66NU016"",""XM_022599131.2"")"
"PREDICTED: Delphinapterus leucas cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Delphinapterus leucas,2430,2430,100%,0.0,85.68,6026,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_030762834.1?report=genbank&log$=nucltop&blast_rank=96&RID=YYPN66NU016"",""XM_030762834.1"")"
"PREDICTED: Tursiops truncatus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Tursiops truncatus,2425,2425,96%,0.0,86.75,4286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_073791073.1?report=genbank&log$=nucltop&blast_rank=97&RID=YYPN66NU016"",""XM_073791073.1"")"
"PREDICTED: Oryctolagus cuniculus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Oryctolagus cuniculus,2414,2414,100%,0.0,85.76,4360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_070069684.1?report=genbank&log$=nucltop&blast_rank=98&RID=YYPN66NU016"",""XM_070069684.1"")"
"PREDICTED: Puma concolor cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X1, mRNA",Puma concolor,2413,2413,100%,0.0,85.56,2070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025932245.1?report=genbank&log$=nucltop&blast_rank=99&RID=YYPN66NU016"",""XM_025932245.1"")"
"PREDICTED: Cervus elaphus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X4, mRNA",Cervus elaphus,2407,2407,96%,0.0,86.62,4301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_043918658.1?report=genbank&log$=nucltop&blast_rank=100&RID=YYPN66NU016"",""XM_043918658.1"")"



		


